Date,Adj Close
2023-10-25,255.042053
2023-10-26,247.867523
2023-10-27,256.79834
2023-10-30,260.137482
2023-10-31,263.134125
2023-11-01,257.936432
2023-11-02,259.759918
2023-11-03,260.768097
2023-11-06,262.796051
2023-11-07,269.558838
2023-11-08,263.392487
2023-11-09,260.819244
2023-11-10,266.689056
2023-11-13,270.082733
2023-11-14,264.346191
2023-11-15,268.258911
2023-11-16,268.922577
2023-11-17,267.556854
2023-11-20,274.798859
2023-11-21,280.222198
2023-11-22,280.665283
2023-11-24,276.268219
2023-11-27,274.576324
2023-11-28,275.823425
2023-11-29,278.13324
2023-11-30,283.245514
2023-12-01,285.342194
2023-12-04,283.511261
2023-12-05,280.918945
2023-12-06,281.237122
2023-12-07,287.167542
2023-12-08,284.914642
2023-12-11,283.51416
2023-12-12,288.771332
2023-12-13,297.255798
2023-12-14,292.379242
2023-12-15,286.644806
2023-12-18,287.588074
2023-12-19,285.085236
2023-12-20,285.355072
2023-12-21,288.741516
2023-12-22,287.049744
2023-12-26,290.203156
2023-12-27,290.883606
2023-12-28,293.166321
2023-12-29,294.83255
2024-01-02,294.359528
2024-01-03,294.724548
2024-01-04,292.089508
2024-01-05,291.355072
2024-01-08,294.248596
2024-01-09,286.224426
2024-01-10,287.426208
2024-01-11,292.48587
2024-01-12,293.809723
2024-01-16,292.443176
2024-01-17,288.512817
2024-01-18,295.694672
2024-01-19,294.829773
2024-01-22,291.721771
2024-01-23,302.352478
2024-01-24,295.740295
2024-01-25,296.528564
2024-01-26,290.606598
2024-01-29,289.656281
2024-01-30,295.983063
2024-01-31,289.063965
2024-02-01,298.393646
2024-02-02,291.369476
2024-02-05,280.352173
2024-02-06,281.039612
2024-02-07,289.704468
2024-02-08,292.278442
2024-02-09,289.832367
2024-02-12,283.802521
2024-02-13,283.485687
2024-02-14,289.539734
2024-02-15,287.208832
2024-02-16,289.36792
2024-02-20,287.994354
2024-02-21,288.247253
2024-02-22,293.24588
2024-02-23,300.065521
2024-02-26,299.439087
2024-02-27,290.098114
2024-02-28,288.519989
